"subject_id","activity","mean","sd"
21,"WALKING",0.313239159655692,0.349922921947604
21,"WALKING_UPSTAIRS",0.325369546043742,0.395379718821249
21,"WALKING_DOWNSTAIRS",0.317228612008292,0.318295026531681
21,"SITTING",0.389177556041492,0.628537567769009
21,"STANDING",0.38480345841448,0.622278450833311
21,"LAYING",0.39332345018439,0.618263891334849
22,"WALKING",0.306035531386947,0.301412206977977
22,"WALKING_UPSTAIRS",0.314626091391225,0.329165055125344
22,"WALKING_DOWNSTAIRS",0.318089634280589,0.315490841448164
22,"SITTING",0.386758177063865,0.61907899049882
22,"STANDING",0.385742295562821,0.620469877843467
22,"LAYING",0.387804291190296,0.617753408581368
23,"WALKING",0.307580381503017,0.294410513097097
23,"WALKING_UPSTAIRS",0.320230398190364,0.383871970343847
23,"WALKING_DOWNSTAIRS",0.297049862060338,0.239804328477763
23,"SITTING",0.393298315985703,0.619694928397405
23,"STANDING",0.386506231662633,0.621510238187828
23,"LAYING",0.397946738557747,0.616884426771472
24,"WALKING",0.329230906329984,0.425318358794406
24,"WALKING_UPSTAIRS",0.331368679536477,0.441463782951252
24,"WALKING_DOWNSTAIRS",0.322659544299339,0.375766909410449
24,"SITTING",0.384987513093268,0.629090765099487
24,"STANDING",0.387636507209667,0.619440640895897
24,"LAYING",0.392642402718556,0.620661140212824
25,"WALKING",0.339091692281466,0.464051555480617
25,"WALKING_UPSTAIRS",0.347882136867331,0.4866218641445
25,"WALKING_DOWNSTAIRS",0.33451994304333,0.437329192109664
25,"SITTING",0.389244951480004,0.62903687242535
25,"STANDING",0.385801196907921,0.628193393454488
25,"LAYING",0.390304772135539,0.582974468592453
26,"WALKING",0.321294525422209,0.402709810661514
26,"WALKING_UPSTAIRS",0.332418334264388,0.421699112524757
26,"WALKING_DOWNSTAIRS",0.315344053386741,0.343660780294031
26,"SITTING",0.39137889568398,0.627389163527632
26,"STANDING",0.388801993354692,0.627850018235304
26,"LAYING",0.395604807265865,0.626746419835403
27,"WALKING",0.321878432483621,0.391056772779334
27,"WALKING_UPSTAIRS",0.337898585182737,0.435119133162231
27,"WALKING_DOWNSTAIRS",0.318652725949221,0.336156965319085
27,"SITTING",0.389321629467444,0.630730844287859
27,"STANDING",0.389658023775581,0.628349054784689
27,"LAYING",0.392808367379862,0.630469952495344
28,"WALKING",0.32329073504306,0.404667529708442
28,"WALKING_UPSTAIRS",0.327367977928579,0.411709083633054
28,"WALKING_DOWNSTAIRS",0.309382995839742,0.316680400119529
28,"SITTING",0.381987378573303,0.62066094818353
28,"STANDING",0.378861292827527,0.612082907134151
28,"LAYING",0.38680049473568,0.624476611363741
29,"WALKING",0.314027390620416,0.368543565136708
29,"WALKING_UPSTAIRS",0.3304667982201,0.382088178730495
29,"WALKING_DOWNSTAIRS",0.314591229948687,0.339161734059461
29,"SITTING",0.392803455343557,0.62890061190528
29,"STANDING",0.390966411490706,0.633545185477468
29,"LAYING",0.397304959112913,0.631835260189444
30,"WALKING",0.31556339019842,0.386075124823322
30,"WALKING_UPSTAIRS",0.3409498333934,0.446714932555083
30,"WALKING_DOWNSTAIRS",0.317520503155533,0.374274060439704
30,"SITTING",0.388494771335567,0.629439006226445
30,"STANDING",0.383799029466956,0.61556077560088
30,"LAYING",0.385831882395686,0.625986739970746
